support_interaction_id,unified_customer_id,ticket_id,customer_name,customer_email,customer_age,customer_gender,product_purchased,date_of_purchase,ticket_type,ticket_subject,ticket_status,resolution,ticket_priority,ticket_channel,first_response_time,time_to_resolution,resolution_hours_after_first_response,customer_satisfaction_rating,is_closed,is_open,response_available_flag,resolution_available_flag,invalid_age_flag,invalid_satisfaction_rating_flag,resolution_before_response_flag,identity_resolution_method,identity_confidence_score
SUP00002946,CUST0003945,6838,Heather Jackson,travis94@example.com,35,male,play_station,2020-02-11 00:00:00,refund_request,hardware_issue,closed,Attorney court science especially hair first control sure.,low,social_media,2023-06-01 11:53:42,2023-06-01 17:42:42,5.816666666666666,1.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002947,CUST0003990,1273,Mary Cole,nguyenyolanda@example.com,21,female,amazon_kindle,2020-05-07 00:00:00,billing_inquiry,refund_request,pending_customer_response,,low,social_media,2023-06-01 11:53:56,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002948,CUST0000558,935,Jeffery Flynn,joneskathleen@example.net,35,other,play_station,2020-08-27 00:00:00,technical_issue,network_problem,pending_customer_response,,critical,phone,2023-06-01 11:54:07,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00002949,CUST0006004,1469,Brian Ross,rgardner@example.com,56,female,bose_quiet_comfort,2020-12-07 00:00:00,technical_issue,product_setup,closed,Off when teacher prepare.,critical,social_media,2023-06-01 11:55:21,2023-06-01 15:58:21,4.05,4.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002950,CUST0002970,1994,Diana Howard,tbrown@example.net,66,male,play_station,2021-01-13 00:00:00,billing_inquiry,delivery_problem,closed,Piece decide fly civil.,medium,email,2023-06-01 11:55:30,2023-06-01 13:12:30,1.2833333333333334,1.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002951,CUST0000149,4317,Dawn Hamilton,nicholsgary@example.com,24,male,nintendo_switch_pro_controller,2021-07-21 00:00:00,technical_issue,account_access,pending_customer_response,,low,email,2023-06-01 11:55:48,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002952,CUST0002314,799,Mary Ortiz,qcarr@example.org,57,male,google_pixel,2021-09-18 00:00:00,product_inquiry,peripheral_compatibility,closed,Star result cup inside.,high,social_media,2023-06-01 11:56:03,2023-06-01 07:41:03,-4.250000000000001,3.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00002953,CUST0006761,8261,Sean Espinoza,maciaswilliam@example.net,48,male,samsung_soundbar,2020-03-19 00:00:00,product_inquiry,cancellation_request,closed,Write black dinner room.,high,social_media,2023-06-01 11:56:42,2023-06-01 18:07:42,6.183333333333334,3.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002954,CUST0000478,6234,Amy Mills,singhjohn@example.org,56,male,dyson_vacuum_cleaner,2020-04-04 00:00:00,product_inquiry,hardware_issue,closed,A former wrong interview then heart leg.,critical,social_media,2023-06-01 11:56:47,2023-06-01 16:44:47,4.8,2.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002955,CUST0003271,3840,William Glenn,jillian48@example.com,44,female,fitbit_charge,2020-08-19 00:00:00,technical_issue,delivery_problem,pending_customer_response,,low,chat,2023-06-01 11:56:52,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002956,CUST0002920,59,Kimberly Mack,lwilliamson@example.net,27,male,autodesk_auto_cad,2020-07-31 00:00:00,technical_issue,product_recommendation,closed,During base sure measure teach time large.,medium,phone,2023-06-01 11:56:57,2023-06-01 04:45:57,-7.183333333333334,5.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00002957,CUST0000155,70,Michael Day,william07@example.org,46,female,canon_dslr_camera,2020-02-13 00:00:00,refund_request,refund_request,closed,Answer story series imagine discover.,high,chat,2023-06-01 11:57:12,2023-05-31 22:51:12,-13.1,1.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00002958,CUST0006512,8284,Mark Patel,angeladawson@example.com,59,other,amazon_kindle,2020-12-04 00:00:00,cancellation_request,battery_life,pending_customer_response,,low,chat,2023-06-01 11:57:13,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00002959,CUST0004332,6886,Robin Turner,michael32@example.org,50,female,lg_oled,2020-09-09 00:00:00,billing_inquiry,payment_issue,pending_customer_response,,low,phone,2023-06-01 11:57:48,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002960,CUST0004369,2357,Wendy Jackson,daniel27@example.net,18,male,samsung_galaxy,2021-10-19 00:00:00,billing_inquiry,battery_life,pending_customer_response,,low,chat,2023-06-01 11:58:04,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002961,CUST0002994,6893,Jessica Lucero,davidellis@example.com,70,other,hp_pavilion,2021-05-06 00:00:00,cancellation_request,delivery_problem,pending_customer_response,,critical,email,2023-06-01 11:58:58,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00002962,CUST0005491,5590,Amanda Pratt,shannon31@example.net,29,male,hp_pavilion,2021-08-10 00:00:00,billing_inquiry,product_compatibility,pending_customer_response,,medium,email,2023-06-01 11:59:03,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002963,CUST0002547,4910,Randy Clements,jameswatson@example.com,42,other,nikon_d,2020-07-18 00:00:00,refund_request,account_access,closed,Wear sometimes technology occur.,high,phone,2023-06-01 11:59:23,2023-06-01 11:57:23,-0.03333333333333334,2.0,1,0,1,1,0,0,1,synthetic_email_hash_global_pool,0.45
SUP00002964,CUST0006219,5269,Claudia Miller,egonzalez@example.org,47,male,nikon_d,2020-08-04 00:00:00,refund_request,battery_life,closed,Discuss write enjoy have available it.,low,chat,2023-06-01 11:59:31,2023-06-01 16:15:31,4.2666666666666675,2.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002965,CUST0001622,2726,Brandon May,careyjay@example.com,70,other,philips_hue_lights,2020-12-10 00:00:00,technical_issue,refund_request,pending_customer_response,,medium,chat,2023-06-01 11:59:32,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00002966,CUST0003394,4878,Latoya Ware,ysmith@example.com,64,male,canon_eos,2020-09-05 00:00:00,billing_inquiry,product_compatibility,closed,Tv buy its bed go past.,medium,email,2023-06-01 11:59:36,2023-06-01 10:01:36,-1.9666666666666666,1.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00002967,CUST0001419,5793,Charles Fisher,jroth@example.org,27,other,garmin_forerunner,2020-04-13 00:00:00,product_inquiry,software_bug,closed,While more possible accept short boy clearly perhaps.,critical,social_media,2023-06-01 11:59:40,2023-06-01 12:21:40,0.36666666666666664,4.0,1,0,1,1,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00002968,CUST0006500,3054,Spencer Fischer,levycharles@example.net,68,other,i_phone,2021-11-12 00:00:00,refund_request,peripheral_compatibility,pending_customer_response,,critical,phone,2023-06-01 11:59:57,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00002969,CUST0000840,6211,Edwin Thomas,matthewthomas@example.net,24,female,lenovo_think_pad,2020-12-01 00:00:00,cancellation_request,network_problem,pending_customer_response,,critical,social_media,2023-06-01 12:00:14,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002970,CUST0001595,3126,George Edwards,elizabeth72@example.net,56,other,lg_smart_tv,2020-04-13 00:00:00,billing_inquiry,product_compatibility,pending_customer_response,,high,social_media,2023-06-01 12:00:40,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00002971,CUST0004813,4152,Sheila Leon,valdezjennifer@example.org,32,female,bose_quiet_comfort,2020-06-22 00:00:00,technical_issue,peripheral_compatibility,closed,Science unit pay moment.,low,phone,2023-06-01 12:01:07,2023-06-01 20:29:07,8.466666666666669,4.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002972,CUST0004173,4070,Julia Allen,mcdonaldgrant@example.com,34,male,philips_hue_lights,2020-04-05 00:00:00,product_inquiry,product_setup,closed,State capital bar must.,critical,email,2023-06-01 12:01:08,2023-06-01 04:18:08,-7.716666666666667,1.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00002973,CUST0004122,7524,Jose Jones,andrew47@example.com,64,female,lg_smart_tv,2021-06-12 00:00:00,cancellation_request,product_recommendation,closed,Next push really.,low,social_media,2023-06-01 12:01:31,2023-06-01 01:04:31,-10.95,2.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00002974,CUST0002611,8428,John Hensley,vincentangelica@example.net,24,other,amazon_echo,2021-04-18 00:00:00,refund_request,refund_request,closed,Important get include establish decision.,medium,email,2023-06-01 12:01:33,2023-06-02 00:55:33,12.9,3.0,1,0,1,1,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00002975,CUST0006910,7163,David Freeman,nathanielrichardson@example.com,21,other,mac_book_pro,2020-03-12 00:00:00,cancellation_request,display_issue,pending_customer_response,,medium,phone,2023-06-01 12:01:57,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00002976,CUST0001149,7597,Joshua Edwards,paulcline@example.com,47,other,bose_quiet_comfort,2021-11-29 00:00:00,product_inquiry,product_recommendation,pending_customer_response,,medium,phone,2023-06-01 12:02:07,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00002977,CUST0000513,1232,Kenneth Gregory,david60@example.org,66,other,adobe_photoshop,2020-01-11 00:00:00,cancellation_request,data_loss,closed,Several season right indicate school if.,critical,social_media,2023-06-01 12:03:02,2023-06-01 03:16:02,-8.783333333333335,1.0,1,0,1,1,0,0,1,synthetic_email_hash_global_pool,0.45
SUP00002978,CUST0001484,8008,David Lopez,camposnatalie@example.org,46,other,sony_4_k_hdr_tv,2020-06-16 00:00:00,billing_inquiry,battery_life,pending_customer_response,,low,email,2023-06-01 12:03:40,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00002979,CUST0004833,2651,David Coleman,ambersanchez@example.org,32,male,fitbit_versa_smartwatch,2021-09-13 00:00:00,refund_request,product_setup,closed,Job politics available through movie school leave Democrat.,critical,phone,2023-06-01 12:03:52,2023-06-01 02:10:52,-9.883333333333333,1.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00002980,CUST0004622,4847,James Spencer,brianmendez@example.com,38,other,google_pixel,2020-06-16 00:00:00,technical_issue,network_problem,pending_customer_response,,critical,social_media,2023-06-01 12:03:53,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00002981,CUST0005622,3894,Charles Jordan,elloyd@example.net,68,male,samsung_soundbar,2021-11-03 00:00:00,refund_request,product_recommendation,closed,Detail much though hope relationship.,critical,email,2023-06-01 12:04:05,2023-06-01 11:59:05,-0.08333333333333333,4.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00002982,CUST0005735,6970,Carolyn Flores,chanjerome@example.net,48,female,asus_rog,2020-09-28 00:00:00,cancellation_request,payment_issue,pending_customer_response,,low,email,2023-06-01 12:04:40,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002983,CUST0003637,1768,Patricia Rodgers,janet62@example.com,57,female,nintendo_switch,2020-12-23 00:00:00,refund_request,payment_issue,closed,North evening shoulder card protect loss her challenge.,low,chat,2023-06-01 12:05:08,2023-06-01 20:08:08,8.05,4.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002984,CUST0006382,2768,Cindy Vega,sanfordjoshua@example.org,49,male,go_pro_action_camera,2021-11-05 00:00:00,product_inquiry,product_compatibility,pending_customer_response,,medium,social_media,2023-06-01 12:05:26,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002985,CUST0004994,872,Anthony Adams,lmalone@example.com,25,male,amazon_echo,2020-09-10 00:00:00,billing_inquiry,cancellation_request,pending_customer_response,,low,email,2023-06-01 12:05:37,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002986,CUST0003925,12,Brandon Arnold,davisjohn@example.net,51,male,microsoft_xbox_controller,2021-10-24 00:00:00,product_inquiry,software_bug,closed,Measure there house management pick knowledge trade.,high,chat,2023-06-01 12:05:51,2023-06-01 09:27:51,-2.6333333333333333,1.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00002987,CUST0005266,881,Mathew Wade,stacylewis@example.org,19,female,apple_air_pods,2020-12-24 00:00:00,billing_inquiry,data_loss,closed,Sea because capital wall must.,high,chat,2023-06-01 12:05:51,2023-05-31 23:55:51,-12.166666666666666,2.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00002988,CUST0005750,2097,Tamara Davis,qhernandez@example.com,45,male,google_nest,2020-12-19 00:00:00,refund_request,refund_request,closed,Your power standard democratic authority.,critical,phone,2023-06-01 12:06:02,2023-06-01 18:31:02,6.416666666666667,3.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002989,CUST0001506,1265,Lisa Bennett,holderwilliam@example.com,35,male,sony_4_k_hdr_tv,2021-01-16 00:00:00,technical_issue,installation_support,closed,Agency near father pick hot.,low,email,2023-06-01 12:07:46,2023-05-31 23:43:46,-12.4,5.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00002990,CUST0005950,4986,Edward Green,brentsanders@example.com,42,other,amazon_echo,2021-06-16 00:00:00,billing_inquiry,account_access,closed,Star budget start consumer recognize.,critical,email,2023-06-01 12:08:04,2023-06-01 22:31:04,10.383333333333333,3.0,1,0,1,1,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00002991,CUST0000914,6992,Christy Phillips,melvintaylor@example.net,61,female,amazon_kindle,2020-06-23 00:00:00,technical_issue,installation_support,pending_customer_response,,critical,phone,2023-06-01 12:08:09,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002992,CUST0003192,422,Katherine Montgomery,jimenezkimberly@example.com,43,female,adobe_photoshop,2021-08-11 00:00:00,cancellation_request,refund_request,pending_customer_response,,medium,email,2023-06-01 12:08:15,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002993,CUST0003813,2992,Megan Cameron,dlopez@example.net,28,other,i_phone,2021-09-30 00:00:00,billing_inquiry,refund_request,pending_customer_response,,medium,chat,2023-06-01 12:08:25,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00002994,CUST0001989,1499,Phillip Pruitt,hoffmanryan@example.net,59,female,autodesk_auto_cad,2020-10-21 00:00:00,product_inquiry,product_compatibility,closed,Occur leave player school.,high,email,2023-06-01 12:09:04,2023-06-01 10:36:04,-1.55,2.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00002995,CUST0003062,7100,Joshua Miller,ryan75@example.net,50,male,sony_play_station,2020-04-13 00:00:00,refund_request,installation_support,closed,Artist team war fact standard read across.,medium,email,2023-06-01 12:09:32,2023-06-01 17:47:32,5.633333333333334,5.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002996,CUST0001480,2497,Shannon Chase,whitejimmy@example.org,47,male,nintendo_switch,2021-04-18 00:00:00,technical_issue,software_bug,pending_customer_response,,medium,social_media,2023-06-01 12:10:23,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002997,CUST0003770,5444,Eric Hogan,millermichael@example.org,36,other,sony_play_station,2021-10-22 00:00:00,technical_issue,account_access,closed,Fly second girl former dinner.,medium,social_media,2023-06-01 12:10:39,2023-06-01 16:53:39,4.716666666666667,2.0,1,0,1,1,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00002998,CUST0004937,6013,Robin Calhoun,enorris@example.org,27,male,lg_smart_tv,2021-02-18 00:00:00,refund_request,data_loss,pending_customer_response,,medium,chat,2023-06-01 12:10:45,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00002999,CUST0000532,7521,Deborah Rangel,butlermatthew@example.net,67,male,asus_rog,2020-07-31 00:00:00,technical_issue,product_setup,closed,Stop attack indicate reduce involve put.,low,chat,2023-06-01 12:11:27,2023-06-01 03:18:27,-8.883333333333335,5.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00003000,CUST0000281,5268,Janet Farmer,arielwells@example.net,31,other,microsoft_office,2020-10-11 00:00:00,refund_request,battery_life,pending_customer_response,,medium,social_media,2023-06-01 12:11:29,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00003001,CUST0006492,8124,Lori Green,kennethgolden@example.org,39,other,autodesk_auto_cad,2020-07-08 00:00:00,refund_request,product_compatibility,closed,May event admit.,critical,social_media,2023-06-01 12:11:35,2023-06-01 02:57:35,-9.233333333333333,3.0,1,0,1,1,0,0,1,synthetic_email_hash_global_pool,0.45
SUP00003002,CUST0003013,4798,Stephanie Bowman,ericmckinney@example.com,67,other,lenovo_think_pad,2020-03-02 00:00:00,billing_inquiry,payment_issue,pending_customer_response,,high,chat,2023-06-01 12:11:48,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00003003,CUST0004403,1846,Mike Hansen,upadilla@example.net,38,other,amazon_echo,2020-07-09 00:00:00,product_inquiry,display_issue,closed,Southern shake above court really three month.,low,phone,2023-06-01 12:11:55,2023-06-01 02:45:55,-9.433333333333334,4.0,1,0,1,1,0,0,1,synthetic_email_hash_global_pool,0.45
SUP00003004,CUST0006803,4550,Jennifer Stokes,slopez@example.net,48,female,canon_dslr_camera,2020-12-25 00:00:00,cancellation_request,installation_support,closed,Total popular start candidate approach establish job.,low,phone,2023-06-01 12:12:09,2023-06-01 00:03:09,-12.15,5.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00003005,CUST0004188,4202,Rachel Peterson,cchristian@example.com,56,other,lenovo_think_pad,2020-01-11 00:00:00,cancellation_request,display_issue,pending_customer_response,,critical,email,2023-06-01 12:12:18,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00003006,CUST0003928,7269,Stephanie Contreras,smithheather@example.com,37,female,lg_smart_tv,2021-06-30 00:00:00,product_inquiry,hardware_issue,pending_customer_response,,high,phone,2023-06-01 12:12:25,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00003007,CUST0004570,6512,Charles Franklin,rodriguezkimberly@example.com,54,male,dell_xps,2021-06-25 00:00:00,cancellation_request,payment_issue,pending_customer_response,,medium,email,2023-06-01 12:13:11,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00003008,CUST0001915,3694,Lindsey Garcia,ericjackson@example.net,39,male,dell_xps,2020-05-19 00:00:00,technical_issue,delivery_problem,pending_customer_response,,medium,chat,2023-06-01 12:13:31,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00003009,CUST0000106,5717,Jerry Warren,eriksmith@example.net,57,female,microsoft_xbox_controller,2020-01-16 00:00:00,refund_request,display_issue,closed,Laugh available military event scientist subject window.,critical,chat,2023-06-01 12:13:49,2023-06-01 21:15:49,9.033333333333335,1.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00003010,CUST0002484,4894,Sarah Nguyen,austin75@example.com,41,other,sony_play_station,2021-12-29 00:00:00,cancellation_request,network_problem,pending_customer_response,,high,email,2023-06-01 12:13:58,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00003011,CUST0001651,5765,George Estes,ortegajeffery@example.com,38,other,samsung_galaxy,2021-05-10 00:00:00,technical_issue,refund_request,pending_customer_response,,high,phone,2023-06-01 12:14:01,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00003012,CUST0000926,4475,Zachary Vasquez,sarahcolon@example.net,27,male,nikon_d,2021-04-19 00:00:00,billing_inquiry,account_access,pending_customer_response,,high,email,2023-06-01 12:14:29,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00003013,CUST0004803,1706,Alicia Patterson,charlesortega@example.org,21,male,lg_oled,2020-07-09 00:00:00,billing_inquiry,refund_request,closed,Day message term population discover party prove how.,low,email,2023-06-01 12:14:43,2023-06-01 04:35:43,-7.65,2.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00003014,CUST0000621,1006,Ashley Brooks,hholland@example.net,58,female,lg_smart_tv,2020-03-11 00:00:00,technical_issue,network_problem,pending_customer_response,,critical,email,2023-06-01 12:14:44,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00003015,CUST0002447,5626,Hannah Jones,michael92@example.org,63,other,canon_dslr_camera,2020-09-14 00:00:00,cancellation_request,product_setup,closed,Company activity reduce employee boy listen threat participant.,critical,chat,2023-06-01 12:14:52,2023-06-01 21:39:52,9.416666666666666,2.0,1,0,1,1,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00003016,CUST0006323,3444,Ronald Hernandez,yjohnston@example.com,42,female,sony_4_k_hdr_tv,2021-09-01 00:00:00,product_inquiry,battery_life,closed,Front executive indicate business laugh my.,medium,phone,2023-06-01 12:14:57,2023-06-01 00:06:57,-12.133333333333333,5.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00003017,CUST0001204,4541,Anne Vaughn,qlopez@example.org,66,female,nintendo_switch_pro_controller,2021-12-23 00:00:00,refund_request,battery_life,closed,Book Mrs hit administration be wide.,low,social_media,2023-06-01 12:14:58,2023-06-01 00:20:58,-11.9,1.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00003018,CUST0002399,3311,Melissa Griffin,jonathan86@example.net,30,female,canon_eos,2021-08-22 00:00:00,product_inquiry,payment_issue,pending_customer_response,,critical,phone,2023-06-01 12:15:01,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00003019,CUST0003301,1,Marisa Obrien,carrollallison@example.com,32,other,go_pro_hero,2021-03-22 00:00:00,technical_issue,product_setup,pending_customer_response,,critical,social_media,2023-06-01 12:15:36,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00003020,CUST0005242,841,Jennifer Foley,zsolis@example.net,70,other,nintendo_switch_pro_controller,2021-02-01 00:00:00,product_inquiry,product_compatibility,closed,Base political already east improve test speech.,critical,phone,2023-06-01 12:16:00,2023-06-01 13:07:00,0.85,5.0,1,0,1,1,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00003021,CUST0004430,5653,Kenneth Parrish,jason31@example.net,29,female,go_pro_action_camera,2020-09-26 00:00:00,refund_request,product_setup,pending_customer_response,,low,email,2023-06-01 12:18:26,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00003022,CUST0006241,7399,Gregory Barnett,elizabethclark@example.net,56,female,apple_air_pods,2020-01-15 00:00:00,refund_request,payment_issue,closed,Then report every.,critical,email,2023-06-01 12:18:32,2023-06-01 07:14:32,-5.066666666666666,2.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00003023,CUST0000387,7837,Nathan Parks,brandon16@example.org,22,female,dyson_vacuum_cleaner,2021-04-25 00:00:00,refund_request,delivery_problem,pending_customer_response,,high,phone,2023-06-01 12:18:44,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00003024,CUST0005995,2317,Kaitlyn Craig,hallbrett@example.com,40,female,samsung_galaxy,2020-04-05 00:00:00,billing_inquiry,account_access,pending_customer_response,,critical,phone,2023-06-01 12:19:10,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00003025,CUST0000859,1434,Anthony Murray,staceymorton@example.com,33,other,bose_sound_link_speaker,2020-10-19 00:00:00,refund_request,product_recommendation,closed,Loss as build science voice society.,low,email,2023-06-01 12:19:32,2023-06-01 07:23:32,-4.933333333333334,1.0,1,0,1,1,0,0,1,synthetic_email_hash_global_pool,0.45
SUP00003026,CUST0003942,3701,Renee Crawford,brent31@example.com,47,male,nintendo_switch_pro_controller,2020-06-28 00:00:00,product_inquiry,account_access,closed,Station certain key voice.,high,email,2023-06-01 12:19:39,2023-06-01 03:17:39,-9.033333333333335,5.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00003027,CUST0006000,1636,Jaime Fisher,fwhite@example.com,45,male,philips_hue_lights,2021-07-14 00:00:00,cancellation_request,hardware_issue,pending_customer_response,,medium,chat,2023-06-01 12:20:08,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00003028,CUST0002681,8083,Gregory Jones,pbrown@example.com,29,male,mac_book_pro,2021-05-12 00:00:00,refund_request,software_bug,closed,On benefit teach simply performance window.,critical,phone,2023-06-01 12:20:34,2023-06-01 23:49:34,11.483333333333333,3.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00003029,CUST0003754,3382,Eileen Johnson,pmoore@example.com,65,male,nest_thermostat,2021-02-14 00:00:00,cancellation_request,cancellation_request,closed,City better beyond response amount south table.,critical,email,2023-06-01 12:20:38,2023-06-01 20:00:38,7.666666666666667,1.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00003030,CUST0004119,3524,Jacqueline Taylor,douglas14@example.org,23,male,google_pixel,2020-05-04 00:00:00,product_inquiry,network_problem,closed,Suffer best apply place actually.,critical,email,2023-06-01 12:20:44,2023-06-01 06:26:44,-5.9,5.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00003031,CUST0005205,8172,Thomas King,pwright@example.net,35,female,fitbit_charge,2020-02-04 00:00:00,product_inquiry,product_setup,closed,Arrive why stop less across admit.,high,phone,2023-06-01 12:20:44,2023-06-01 01:41:44,-10.65,2.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00003032,CUST0004509,4719,Jason May,williamsmatthew@example.net,58,female,apple_air_pods,2020-02-26 00:00:00,technical_issue,product_recommendation,pending_customer_response,,medium,email,2023-06-01 12:21:03,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00003033,CUST0006192,460,Denise Jones,michaelbell@example.net,40,female,play_station,2021-02-20 00:00:00,product_inquiry,payment_issue,closed,Street fall truth once pay.,low,email,2023-06-01 12:21:07,2023-06-01 11:52:07,-0.48333333333333334,1.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00003034,CUST0001907,3280,Rebecca Robinson,brownkathryn@example.net,29,male,bose_quiet_comfort,2020-03-21 00:00:00,product_inquiry,product_setup,pending_customer_response,,medium,email,2023-06-01 12:21:14,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00003035,CUST0000692,5782,Melanie Thomas,cesarmoore@example.net,39,male,i_phone,2021-09-17 00:00:00,cancellation_request,hardware_issue,closed,Pass college generation.,low,social_media,2023-06-01 12:21:25,2023-06-01 19:17:25,6.933333333333334,4.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
